timestamp,device_id,temperature_c,humidity_pct,power_kw,pressure_bar,vibration_mm_s
2026-07-01T08:30:00+00:00,hvac_01,22.271,50.295,3.686,2.47,1.14
2026-07-01T08:45:00+00:00,hvac_01,21.999,50.965,3.941,2.453,1.178
2026-07-01T09:00:00+00:00,hvac_01,22.211,48.66,3.992,2.464,1.14
2026-07-01T09:15:00+00:00,hvac_01,22.486,49.831,3.934,2.47,1.195
2026-07-01T09:30:00+00:00,hvac_01,22.326,49.356,3.965,2.493,1.098
2026-07-01T09:45:00+00:00,hvac_01,22.742,48.438,4.095,2.49,1.177
2026-07-01T10:00:00+00:00,hvac_01,23.183,47.981,4.317,2.464,1.178
2026-07-01T10:15:00+00:00,hvac_01,22.798,47.784,4.16,2.447,1.255
2026-07-01T10:30:00+00:00,hvac_01,22.835,49.103,3.991,2.479,1.277
2026-07-01T10:45:00+00:00,hvac_01,22.76,46.237,4.034,2.484,1.196
2026-07-01T11:00:00+00:00,hvac_01,23.308,46.979,4.067,2.477,1.219
2026-07-01T11:15:00+00:00,hvac_01,23.192,45.398,4.262,2.503,1.271
2026-07-01T11:30:00+00:00,hvac_01,23.269,47.019,4.108,2.481,1.182
2026-07-01T11:45:00+00:00,hvac_01,23.305,47.073,4.235,2.482,1.167
2026-07-01T12:00:00+00:00,hvac_01,22.98,46.991,3.846,2.496,1.167
2026-07-01T12:15:00+00:00,hvac_01,23.601,46.432,4.56,2.5,1.204
2026-07-01T12:30:00+00:00,hvac_01,23.14,47.527,4.398,2.515,1.329
2026-07-01T12:45:00+00:00,hvac_01,23.295,46.763,4.349,2.511,1.289
2026-07-01T13:00:00+00:00,hvac_01,23.638,45.141,4.363,2.523,1.237
2026-07-01T13:15:00+00:00,hvac_01,23.005,44.482,3.916,2.52,1.157
2026-07-01T13:30:00+00:00,hvac_01,23.365,45.729,4.144,2.5,1.197
2026-07-01T13:45:00+00:00,hvac_01,23.348,47.229,4.44,2.525,1.266
2026-07-01T14:00:00+00:00,hvac_01,23.205,46.027,4.194,2.523,1.116
2026-07-01T14:15:00+00:00,hvac_01,23.23,46.908,4.226,2.524,1.208
2026-07-01T14:30:00+00:00,hvac_01,23.525,46.921,4.308,2.527,1.202
2026-07-01T14:45:00+00:00,hvac_01,22.813,47.002,4.144,2.557,1.219
2026-07-01T15:00:00+00:00,hvac_01,23.254,46.773,4.389,2.521,1.224
2026-07-01T15:15:00+00:00,hvac_01,23.046,46.999,4.516,2.542,1.161
2026-07-01T15:30:00+00:00,hvac_01,22.995,47.581,4.199,2.539,1.206
2026-07-01T15:45:00+00:00,hvac_01,22.338,47.301,4.084,2.548,1.247
2026-07-01T16:00:00+00:00,hvac_01,23.09,46.928,4.347,2.507,1.266
2026-07-01T16:15:00+00:00,hvac_01,22.648,48.027,4.378,2.535,1.147
2026-07-01T16:30:00+00:00,hvac_01,22.551,48.744,4.06,2.519,1.226
2026-07-01T16:45:00+00:00,hvac_01,22.062,49.991,4.144,2.511,1.195
2026-07-01T17:00:00+00:00,hvac_01,22.303,49.611,4.053,2.519,1.145
2026-07-01T17:15:00+00:00,hvac_01,22.525,51.238,4.009,2.506,1.146
2026-07-01T17:30:00+00:00,hvac_01,22.283,50.943,4.018,2.507,1.196
2026-07-01T17:45:00+00:00,hvac_01,21.858,52.14,3.823,2.515,1.176
2026-07-01T18:00:00+00:00,hvac_01,21.727,51.319,3.709,2.491,1.106
2026-07-01T18:15:00+00:00,hvac_01,21.809,52.456,4.086,2.523,1.183
2026-07-01T18:30:00+00:00,hvac_01,21.143,52.681,3.839,2.473,1.146
2026-07-01T18:45:00+00:00,hvac_01,21.41,53.116,3.735,2.478,1.206
2026-07-01T19:00:00+00:00,hvac_01,20.174,55.119,1.194,2.494,0.84
2026-07-01T19:15:00+00:00,hvac_01,20.178,56.864,1.362,2.495,0.864
2026-07-01T19:30:00+00:00,hvac_01,20.185,56.144,1.191,2.49,0.893
2026-07-01T19:45:00+00:00,hvac_01,19.801,56.318,1.334,2.465,0.848
2026-07-01T20:00:00+00:00,hvac_01,19.524,57.955,0.932,2.474,0.842
2026-07-01T20:15:00+00:00,hvac_01,19.407,59.065,1.342,2.46,0.858
2026-07-01T20:30:00+00:00,hvac_01,19.56,57.49,1.2,2.459,0.868
2026-07-01T20:45:00+00:00,hvac_01,19.328,59.187,1.42,2.468,0.879
2026-07-01T21:00:00+00:00,hvac_01,18.894,60.176,1.329,2.482,0.854
2026-07-01T21:15:00+00:00,hvac_01,19.05,59.976,1.237,2.465,0.81
2026-07-01T21:30:00+00:00,hvac_01,19.114,60.953,1.42,2.493,0.879
2026-07-01T21:45:00+00:00,hvac_01,18.818,60.825,1.541,2.447,0.921
2026-07-01T22:00:00+00:00,hvac_01,18.402,59.118,0.947,2.453,0.876
2026-07-01T22:15:00+00:00,hvac_01,18.441,61.344,1.075,2.48,0.815
2026-07-01T22:30:00+00:00,hvac_01,18.835,61.05,1.135,2.477,0.861
2026-07-01T22:45:00+00:00,hvac_01,18.779,62.235,1.069,2.472,0.833
2026-07-01T23:00:00+00:00,hvac_01,18.552,62.712,1.232,2.493,0.852
2026-07-01T23:15:00+00:00,hvac_01,18.298,62.788,1.479,2.485,0.886
2026-07-01T23:30:00+00:00,hvac_01,18.042,63.402,1.162,2.495,0.797
2026-07-01T23:45:00+00:00,hvac_01,18.453,61.968,1.133,2.508,0.813
2026-07-02T00:00:00+00:00,hvac_01,18.166,63.242,1.1,2.516,0.909
2026-07-02T00:15:00+00:00,hvac_01,17.719,62.142,1.371,2.489,0.873
2026-07-02T00:30:00+00:00,hvac_01,18.159,63.941,1.217,2.51,0.842
2026-07-02T00:45:00+00:00,hvac_01,18.401,63.047,1.301,2.507,0.883
2026-07-02T01:00:00+00:00,hvac_01,18.076,63.336,1.098,2.527,0.906
2026-07-02T01:15:00+00:00,hvac_01,18.171,64.042,1.376,2.532,0.898
2026-07-02T01:30:00+00:00,hvac_01,18.177,64.106,1.26,2.513,0.876
2026-07-02T01:45:00+00:00,hvac_01,17.738,63.336,1.312,2.543,0.886
2026-07-02T02:00:00+00:00,hvac_01,18.389,63.236,1.096,2.513,0.823
2026-07-02T02:15:00+00:00,hvac_01,17.924,63.607,1.219,2.539,0.873
2026-07-02T02:30:00+00:00,hvac_01,18.503,63.781,1.153,2.531,0.845
2026-07-02T02:45:00+00:00,hvac_01,17.973,63.277,1.428,2.535,0.877
2026-07-02T03:00:00+00:00,hvac_01,18.635,60.635,1.277,2.537,0.857
2026-07-02T03:15:00+00:00,hvac_01,18.774,63.035,1.211,2.534,0.857
2026-07-02T03:30:00+00:00,hvac_01,18.435,60.931,1.457,2.546,0.925
2026-07-02T03:45:00+00:00,hvac_01,18.394,63.337,1.547,2.535,0.876
2026-07-02T04:00:00+00:00,hvac_01,18.538,61.677,1.113,2.53,0.898
2026-07-02T04:15:00+00:00,hvac_01,18.498,62.594,1.485,2.513,0.851
2026-07-02T04:30:00+00:00,hvac_01,18.873,59.791,1.21,2.494,0.863
2026-07-02T04:45:00+00:00,hvac_01,19.444,59.329,1.209,2.503,0.893
2026-07-02T05:00:00+00:00,hvac_01,19.115,61.364,1.281,2.513,0.898
2026-07-02T05:15:00+00:00,hvac_01,19.174,58.312,1.295,2.511,0.886
2026-07-02T05:30:00+00:00,hvac_01,19.494,58.533,1.313,2.53,0.844
2026-07-02T05:45:00+00:00,hvac_01,19.922,58.293,1.135,2.534,0.868
2026-07-02T06:00:00+00:00,hvac_01,19.973,58.676,0.998,2.501,0.829
2026-07-02T06:15:00+00:00,hvac_01,19.51,56.132,1.265,2.503,0.891
2026-07-02T06:30:00+00:00,hvac_01,19.874,56.431,1.102,2.484,0.823
2026-07-02T06:45:00+00:00,hvac_01,20.033,56.568,1.116,2.484,0.834
2026-07-02T07:00:00+00:00,hvac_01,21.215,54.706,3.877,2.488,1.107
2026-07-02T07:15:00+00:00,hvac_01,21.27,54.035,3.946,2.46,1.178
2026-07-02T07:30:00+00:00,hvac_01,21.755,53.187,3.836,2.481,1.169
2026-07-02T07:45:00+00:00,hvac_01,21.774,52.908,3.873,2.463,1.159
2026-07-02T08:00:00+00:00,hvac_01,22.035,52.213,3.837,2.464,1.188
2026-07-02T08:15:00+00:00,hvac_01,21.703,52.639,3.709,2.455,1.154
2026-07-02T08:30:00+00:00,hvac_01,22.049,51.693,4.026,2.461,1.197
2026-07-02T08:45:00+00:00,hvac_01,21.945,52.019,3.945,2.472,1.179
2026-07-02T09:00:00+00:00,hvac_01,22.094,50.321,3.958,2.465,1.179
2026-07-02T09:15:00+00:00,hvac_01,22.084,50.314,3.776,2.452,1.149
2026-07-02T09:30:00+00:00,hvac_01,22.087,50.333,4.008,2.466,1.145
2026-07-02T09:45:00+00:00,hvac_01,22.394,49.277,3.624,2.47,1.161
2026-07-02T10:00:00+00:00,hvac_01,22.633,48.648,4.099,2.474,1.228
2026-07-02T10:15:00+00:00,hvac_01,22.8,48.159,4.061,2.474,1.24
2026-07-02T10:30:00+00:00,hvac_01,22.813,47.561,4.004,2.45,1.191
2026-07-02T10:45:00+00:00,hvac_01,22.664,47.133,3.786,2.465,1.176
2026-07-02T11:00:00+00:00,hvac_01,22.748,46.464,4.138,2.478,1.21
2026-07-02T11:15:00+00:00,hvac_01,23.264,47.629,4.098,2.485,1.208
2026-07-02T11:30:00+00:00,hvac_01,23.03,46.286,4.376,2.486,1.206
2026-07-02T11:45:00+00:00,hvac_01,23.21,48.09,4.313,2.491,1.238
2026-07-02T12:00:00+00:00,hvac_01,23.719,48.236,4.553,2.487,1.372
2026-07-02T12:15:00+00:00,hvac_01,23.014,46.719,4.1,2.524,1.205
2026-07-02T12:30:00+00:00,hvac_01,22.986,47.153,4.277,2.505,1.167
2026-07-02T12:45:00+00:00,hvac_01,23.154,46.544,4.257,2.507,1.234
2026-07-02T13:00:00+00:00,hvac_01,23.11,45.494,4.127,2.534,1.174
2026-07-02T13:15:00+00:00,hvac_01,23.829,47.29,4.316,2.511,1.223
2026-07-02T13:30:00+00:00,hvac_01,23.042,48.847,4.066,2.533,1.238
2026-07-02T13:45:00+00:00,hvac_01,23.254,46.232,4.248,2.532,1.238
2026-07-02T14:00:00+00:00,hvac_01,23.26,46.022,4.297,2.522,1.136
2026-07-02T14:15:00+00:00,hvac_01,23.054,46.14,4.307,2.556,1.279
2026-07-02T14:30:00+00:00,hvac_01,23.033,47.087,4.315,2.547,1.2
2026-07-02T14:45:00+00:00,hvac_01,23.071,49.43,4.209,2.529,1.207
2026-07-02T15:00:00+00:00,hvac_01,23.166,47.08,4.221,2.521,1.194
2026-07-02T15:15:00+00:00,hvac_01,23.379,48.751,4.319,2.524,1.204
2026-07-02T15:30:00+00:00,hvac_01,23.117,47.995,4.458,2.517,1.22
2026-07-02T15:45:00+00:00,hvac_01,23.182,47.151,4.442,2.51,1.225
2026-07-02T16:00:00+00:00,hvac_01,22.667,49.753,3.61,2.507,1.117
2026-07-02T16:15:00+00:00,hvac_01,22.613,48.738,4.031,2.514,1.169
2026-07-02T16:30:00+00:00,hvac_01,22.312,50.028,4.047,2.542,1.162
2026-07-02T16:45:00+00:00,hvac_01,22.317,50.27,3.917,2.521,1.116
2026-07-02T17:00:00+00:00,hvac_01,22.352,49.917,3.83,2.498,1.202
2026-07-02T17:15:00+00:00,hvac_01,22.118,52.002,3.932,2.493,1.135
2026-07-02T17:30:00+00:00,hvac_01,22.191,50.917,3.753,2.507,1.147
2026-07-02T17:45:00+00:00,hvac_01,21.673,51.728,3.778,2.473,1.173
2026-07-02T18:00:00+00:00,hvac_01,21.586,53.502,3.677,2.481,1.186
2026-07-02T18:15:00+00:00,hvac_01,21.282,52.428,3.94,2.491,1.115
2026-07-02T18:30:00+00:00,hvac_01,21.537,53.265,4.043,2.498,1.291
2026-07-02T18:45:00+00:00,hvac_01,20.997,53.892,3.69,2.5,1.175
2026-07-02T19:00:00+00:00,hvac_01,20.387,55.577,1.138,2.458,0.925
2026-07-02T19:15:00+00:00,hvac_01,20.196,56.481,1.39,2.488,0.927
2026-07-02T19:30:00+00:00,hvac_01,19.59,56.606,1.279,2.48,0.914
2026-07-02T19:45:00+00:00,hvac_01,19.59,57.762,1.581,2.481,0.944
2026-07-02T20:00:00+00:00,hvac_01,19.674,58.752,1.521,2.471,0.95
2026-07-02T20:15:00+00:00,hvac_01,19.355,59.079,1.386,2.459,0.931
2026-07-02T20:30:00+00:00,hvac_01,19.27,58.421,1.25,2.489,0.888
2026-07-02T20:45:00+00:00,hvac_01,19.499,58.925,1.262,2.451,0.859
2026-07-02T21:00:00+00:00,hvac_01,19.356,59.912,1.468,2.463,0.894
2026-07-02T21:15:00+00:00,hvac_01,19.337,59.839,1.022,2.481,0.867
2026-07-02T21:30:00+00:00,hvac_01,18.468,60.791,1.189,2.487,0.845
2026-07-02T21:45:00+00:00,hvac_01,18.71,60.405,1.092,2.459,0.81
2026-07-02T22:00:00+00:00,hvac_01,18.511,60.205,1.025,2.451,0.834
2026-07-02T22:15:00+00:00,hvac_01,18.494,60.842,1.322,2.472,0.87
2026-07-02T22:30:00+00:00,hvac_01,18.455,63.407,1.286,2.481,0.791
2026-07-02T22:45:00+00:00,hvac_01,18.333,60.68,1.186,2.483,0.847
2026-07-02T23:00:00+00:00,hvac_01,18.519,61.856,1.336,2.464,0.877
2026-07-02T23:15:00+00:00,hvac_01,18.433,63.332,1.231,2.51,0.861
2026-07-02T23:30:00+00:00,hvac_01,18.184,60.896,1.515,2.487,0.865
2026-07-02T23:45:00+00:00,hvac_01,18.526,64.263,1.266,2.478,0.893
2026-07-03T00:00:00+00:00,hvac_01,18.059,62.478,1.407,2.474,0.914
2026-07-03T00:15:00+00:00,hvac_01,18.266,65.164,1.299,2.48,0.853
2026-07-03T00:30:00+00:00,hvac_01,18.156,63.885,1.397,2.486,0.882
2026-07-03T00:45:00+00:00,hvac_01,18.342,64.881,1.529,2.509,0.946
2026-07-03T01:00:00+00:00,hvac_01,18.501,64.618,1.359,2.527,0.861
2026-07-03T01:15:00+00:00,hvac_01,17.811,64.426,1.198,2.521,0.851
2026-07-03T01:30:00+00:00,hvac_01,18.056,63.775,1.097,2.526,0.868
2026-07-03T01:45:00+00:00,hvac_01,18.148,62.911,1.368,2.55,0.869
2026-07-03T02:00:00+00:00,hvac_01,18.468,64.103,0.852,2.521,0.811
2026-07-03T02:15:00+00:00,hvac_01,18.409,63.396,1.321,2.54,0.853
2026-07-03T02:30:00+00:00,hvac_01,18.121,62.091,1.224,2.532,0.88
2026-07-03T02:45:00+00:00,hvac_01,18.182,63.588,1.388,2.553,0.916
2026-07-03T03:00:00+00:00,hvac_01,18.448,63.166,1.341,2.527,0.932
2026-07-03T03:15:00+00:00,hvac_01,18.858,63.946,1.255,2.539,0.891
2026-07-03T03:30:00+00:00,hvac_01,18.559,62.571,1.232,2.531,0.936
2026-07-03T03:45:00+00:00,hvac_01,18.683,61.814,1.382,2.534,0.901
2026-07-03T04:00:00+00:00,hvac_01,18.727,60.444,1.245,2.517,0.883
2026-07-03T04:15:00+00:00,hvac_01,18.582,61.791,1.362,2.531,0.885
2026-07-03T04:30:00+00:00,hvac_01,19.039,59.102,1.085,2.523,0.87
2026-07-03T04:45:00+00:00,hvac_01,19.042,59.467,1.27,2.516,0.841
2026-07-03T05:00:00+00:00,hvac_01,19.249,59.682,1.429,2.525,0.921
2026-07-03T05:15:00+00:00,hvac_01,19.369,58.736,1.11,2.496,0.961
2026-07-03T05:30:00+00:00,hvac_01,19.186,58.793,1.196,2.506,0.849
2026-07-03T05:45:00+00:00,hvac_01,19.141,57.698,1.041,2.503,0.829
2026-07-03T06:00:00+00:00,hvac_01,19.532,58.195,1.163,2.511,0.852
2026-07-03T06:15:00+00:00,hvac_01,19.867,56.479,1.349,2.491,0.901
2026-07-03T06:30:00+00:00,hvac_01,20.026,56.911,1.283,2.486,0.926
2026-07-03T06:45:00+00:00,hvac_01,20.296,56.943,1.073,2.473,0.833
2026-07-03T07:00:00+00:00,hvac_01,21.174,54.619,3.716,2.497,1.147
2026-07-03T07:15:00+00:00,hvac_01,20.922,53.385,3.462,2.47,1.099
2026-07-03T07:30:00+00:00,hvac_01,21.368,53.011,3.791,2.468,1.207
2026-07-03T07:45:00+00:00,hvac_01,21.905,51.868,4.038,2.453,1.153
2026-07-03T08:00:00+00:00,hvac_01,22.107,50.506,3.974,2.455,1.169
2026-07-03T08:15:00+00:00,hvac_01,21.864,53.181,3.728,2.467,1.169
2026-07-03T08:30:00+00:00,hvac_01,21.976,50.7,3.841,2.467,1.191
2026-07-03T08:45:00+00:00,hvac_01,21.95,50.546,3.898,2.463,1.159
2026-07-03T09:00:00+00:00,hvac_01,22.275,49.909,3.826,2.47,1.119
2026-07-03T09:15:00+00:00,hvac_01,22.652,50.217,3.887,2.469,1.17
2026-07-03T09:30:00+00:00,hvac_01,22.675,50.565,4.031,2.458,1.159
2026-07-03T09:45:00+00:00,hvac_01,22.398,48.656,4.032,2.468,1.163
2026-07-03T10:00:00+00:00,hvac_01,22.552,49.166,3.968,2.457,1.168
2026-07-03T10:15:00+00:00,hvac_01,22.75,47.69,4.237,2.482,1.204
2026-07-03T10:30:00+00:00,hvac_01,22.924,48.65,4.169,2.486,1.253
2026-07-03T10:45:00+00:00,hvac_01,22.993,48.288,4.329,2.475,1.173
2026-07-03T11:00:00+00:00,hvac_01,23.247,46.415,4.555,2.493,1.244
2026-07-03T11:15:00+00:00,hvac_01,23.124,48.833,4.102,2.473,1.166
2026-07-03T11:30:00+00:00,hvac_01,23.112,46.418,4.262,2.493,1.176
2026-07-03T11:45:00+00:00,hvac_01,23.571,45.93,4.208,2.5,1.191
2026-07-03T12:00:00+00:00,hvac_01,23.35,46.399,4.168,2.492,1.17
2026-07-03T12:15:00+00:00,hvac_01,23.405,46.391,4.456,2.512,1.262
2026-07-03T12:30:00+00:00,hvac_01,23.51,47.316,4.494,2.503,1.221
2026-07-03T12:45:00+00:00,hvac_01,22.923,46.866,4.072,2.518,1.202
2026-07-03T13:00:00+00:00,hvac_01,23.033,45.798,4.159,2.511,1.199
2026-07-03T13:15:00+00:00,hvac_01,23.072,46.656,3.972,2.495,1.197
2026-07-03T13:30:00+00:00,hvac_01,23.026,46.211,3.996,2.508,1.161
2026-07-03T13:45:00+00:00,hvac_01,23.2,47.517,4.338,2.525,1.238
2026-07-03T14:00:00+00:00,hvac_01,23.505,47.164,4.316,2.543,1.271
2026-07-03T14:15:00+00:00,hvac_01,23.365,48.387,4.467,2.543,1.188
2026-07-03T14:30:00+00:00,hvac_01,22.926,47.096,3.924,2.527,1.196
2026-07-03T14:45:00+00:00,hvac_01,22.968,47.756,3.986,2.529,1.209
2026-07-03T15:00:00+00:00,hvac_01,23.096,47.786,4.489,2.551,1.197
2026-07-03T15:15:00+00:00,hvac_01,23.268,47.312,4.291,2.535,1.244
2026-07-03T15:30:00+00:00,hvac_01,22.649,48.444,4.156,2.544,1.184
2026-07-03T15:45:00+00:00,hvac_01,23.031,47.816,4.383,2.537,1.167
2026-07-03T16:00:00+00:00,hvac_01,22.807,48.856,4.079,2.521,1.174
2026-07-03T16:15:00+00:00,hvac_01,22.299,50.415,3.786,2.52,1.19
2026-07-03T16:30:00+00:00,hvac_01,22.639,50.01,4.301,2.521,1.17
2026-07-03T16:45:00+00:00,hvac_01,22.585,50.461,4.006,2.506,1.217
2026-07-03T17:00:00+00:00,hvac_01,22.409,49.134,4.11,2.5,1.168
2026-07-03T17:15:00+00:00,hvac_01,21.914,50.147,3.725,2.506,1.168
2026-07-03T17:30:00+00:00,hvac_01,22.101,51.598,4.049,2.505,1.181
2026-07-03T17:45:00+00:00,hvac_01,22.026,52.912,3.994,2.521,1.208
2026-07-03T18:00:00+00:00,hvac_01,22.009,50.579,3.985,2.503,1.173
2026-07-03T18:15:00+00:00,hvac_01,21.527,52.136,3.912,2.506,1.11
2026-07-03T18:30:00+00:00,hvac_01,21.555,52.503,3.707,2.496,1.128
2026-07-03T18:45:00+00:00,hvac_01,21.226,52.816,3.892,2.486,1.122
2026-07-03T19:00:00+00:00,hvac_01,20.048,55.567,1.311,2.47,0.893
2026-07-03T19:15:00+00:00,hvac_01,19.915,58.376,1.109,2.469,0.86
2026-07-03T19:30:00+00:00,hvac_01,19.761,57.335,1.52,2.471,0.905
2026-07-03T19:45:00+00:00,hvac_01,19.71,57.148,1.465,2.483,0.861
2026-07-03T20:00:00+00:00,hvac_01,20.031,58.547,1.323,2.462,0.879
2026-07-03T20:15:00+00:00,hvac_01,19.384,58.452,1.203,2.441,0.896
2026-07-03T20:30:00+00:00,hvac_01,19.473,59.39,1.23,2.468,0.905
2026-07-03T20:45:00+00:00,hvac_01,19.391,59.195,1.732,2.463,0.927
2026-07-03T21:00:00+00:00,hvac_01,19.566,58.744,1.094,2.448,0.87
2026-07-03T21:15:00+00:00,hvac_01,19.206,60.389,1.047,2.477,0.888
2026-07-03T21:30:00+00:00,hvac_01,18.935,60.211,1.351,2.471,0.901
2026-07-03T21:45:00+00:00,hvac_01,18.611,60.415,1.068,2.475,0.866
2026-07-03T22:00:00+00:00,hvac_01,18.728,61.141,1.017,2.48,0.825
2026-07-03T22:15:00+00:00,hvac_01,18.685,62.121,1.137,2.487,0.859
2026-07-03T22:30:00+00:00,hvac_01,18.575,61.975,1.063,2.482,0.849
2026-07-03T22:45:00+00:00,hvac_01,18.717,61.633,1.196,2.483,0.859
2026-07-03T23:00:00+00:00,hvac_01,18.159,61.901,1.44,2.481,0.857
2026-07-03T23:15:00+00:00,hvac_01,18.51,60.795,0.932,2.487,0.838
2026-07-03T23:30:00+00:00,hvac_01,18.344,61.756,1.227,2.474,0.872
2026-07-03T23:45:00+00:00,hvac_01,17.892,62.513,1.289,2.474,0.852
2026-07-04T00:00:00+00:00,hvac_01,18.381,64.004,1.024,2.504,0.798
2026-07-04T00:15:00+00:00,hvac_01,17.881,64.143,1.35,2.495,0.885
2026-07-04T00:30:00+00:00,hvac_01,18.295,63.081,1.587,2.516,0.798
2026-07-04T00:45:00+00:00,hvac_01,18.077,62.385,1.219,2.514,0.84
2026-07-04T01:00:00+00:00,hvac_01,17.898,64.071,1.34,2.509,0.899
2026-07-04T01:15:00+00:00,hvac_01,18.29,63.967,1.092,2.531,0.827
2026-07-04T01:30:00+00:00,hvac_01,18.409,62.741,0.909,2.525,0.765
2026-07-04T01:45:00+00:00,hvac_01,18.129,62.758,1.19,2.51,0.819
2026-07-04T02:00:00+00:00,hvac_01,18.023,62.484,1.443,2.539,0.87
2026-07-04T02:15:00+00:00,hvac_01,18.529,61.435,1.353,2.53,0.884
2026-07-04T02:30:00+00:00,hvac_01,18.438,61.803,1.37,2.534,0.962
2026-07-04T02:45:00+00:00,hvac_01,18.287,63.149,1.347,2.521,0.923
2026-07-04T03:00:00+00:00,hvac_01,18.186,60.106,1.378,2.548,0.88
2026-07-04T03:15:00+00:00,hvac_01,18.434,62.889,1.357,2.527,0.901
2026-07-04T03:30:00+00:00,hvac_01,18.298,60.878,1.092,2.507,0.805
2026-07-04T03:45:00+00:00,hvac_01,18.928,60.125,1.167,2.518,0.885
2026-07-04T04:00:00+00:00,hvac_01,18.753,61.05,1.234,2.516,0.828
2026-07-04T04:15:00+00:00,hvac_01,19.038,60.242,1.366,2.49,0.915
2026-07-04T04:30:00+00:00,hvac_01,18.851,61.636,1.173,2.525,0.878
2026-07-04T04:45:00+00:00,hvac_01,18.879,60.186,1.153,2.537,0.88
2026-07-04T05:00:00+00:00,hvac_01,19.298,58.481,1.218,2.521,0.788
2026-07-04T05:15:00+00:00,hvac_01,19.188,59.367,1.06,2.529,0.82
2026-07-04T05:30:00+00:00,hvac_01,19.506,57.241,1.323,2.515,0.91
2026-07-04T05:45:00+00:00,hvac_01,19.862,58.692,1.281,2.49,0.912
2026-07-04T06:00:00+00:00,hvac_01,19.409,56.857,1.361,2.505,0.93
2026-07-04T06:15:00+00:00,hvac_01,19.829,55.367,1.209,2.498,0.845
2026-07-04T06:30:00+00:00,hvac_01,20.276,56.026,1.035,2.497,0.798
2026-07-04T06:45:00+00:00,hvac_01,20.476,55.941,1.04,2.5,0.921
2026-07-04T07:00:00+00:00,hvac_01,19.799,55.946,1.323,2.485,0.881
2026-07-04T07:15:00+00:00,hvac_01,20.485,54.167,1.462,2.462,0.953
2026-07-04T07:30:00+00:00,hvac_01,20.85,53.273,1.249,2.492,0.844
2026-07-04T07:45:00+00:00,hvac_01,20.614,53.405,1.425,2.465,0.88
2026-07-04T08:00:00+00:00,hvac_01,20.902,53.072,1.12,2.454,0.793
2026-07-04T08:15:00+00:00,hvac_01,20.656,51.381,1.141,2.471,0.85
2026-07-04T08:30:00+00:00,hvac_01,20.862,51.472,1.101,2.45,0.8
